submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label_cnv
TCGA-A2-A0CU-01,-0.257213,-0.79002273,-2.0407104,0.07754812,-0.71984553,-0.9230288,0.05457221,-0.88290864,-0.54756904,1.4784286,-0.34545767,-0.4878819,0.29783663,-0.8281925,-1.612171,1.3154249,0.06336427,-0.27442712,0.98631984,0.5835027,-1.4545143,-0.68947494,-0.4087962,0.12039089,-0.45543697,-0.075342536,-1.223352,0.9878602,0.7172626,-1.2380455,0.14545415,-1.0542195,1
TCGA-A2-A0CV-01,-0.21607605,0.4953689,-0.3147041,-0.021185488,-0.54371315,-0.16914698,0.66617334,0.87549204,-0.050730407,-2.17551,-0.46032125,-1.0170386,-0.84644884,-0.36279956,1.7204316,0.8097254,-0.9976777,-1.9392612,-0.0026098788,-1.1249717,0.40026474,-1.2491097,0.54285294,-0.20118248,0.75431824,-1.1847712,0.97081083,1.3759141,-1.131891,0.2899729,0.9600563,0.2333169,0
TCGA-A2-A0CW-01,-0.48459077,-0.833103,0.17910877,-1.1945369,0.84790456,0.50175726,-0.520235,-1.2172904,0.36423415,-0.8227478,-1.2949173,0.4452113,0.02392985,-0.28421232,-0.2584644,-0.32574093,-0.47901276,-0.51535726,0.016174555,-0.2971031,0.27434093,1.8047881,-0.37340054,-1.1303313,0.8593505,-0.18528879,2.1470141,-0.047910005,1.3975649,0.28284276,0.16336186,-0.18191442,0
TCGA-A2-A0CX-01,-0.1929813,-1.0360053,-0.23849288,0.8568897,-0.8204597,1.249007,0.3215291,-0.1536125,-2.0151124,1.0415996,-1.7810605,0.67771626,-0.82166445,0.023430075,-0.6305923,2.5198689,0.14970124,1.6921531,0.6058277,-0.63189286,1.2469908,-0.0635914,-2.5996375,1.389287,-0.036251456,1.1255586,-1.8657259,0.78333294,0.6432524,0.077433065,0.046482436,-1.6314986,1
TCGA-A2-A0D0-01,-0.49458587,-0.028855205,-0.5084293,-2.8087158,-0.25790435,-0.7935147,0.4069289,0.8510729,-1.5497457,-1.9179028,-0.6266433,-1.2869887,-0.30692485,0.83754516,-1.1783133,-0.44710258,-0.70608634,-0.22452876,1.2267503,-0.97983205,-0.21110827,3.5776365,0.34507865,-0.89366806,0.28563887,-0.33541954,-1.663501,1.8674831,-0.6828668,0.244595,0.3691082,0.31739184,0
TCGA-A2-A0D1-01,-0.062261984,-0.62208104,1.3543605,1.429663,-0.41780725,-0.043223843,-0.14185634,-1.1920192,-1.1727449,-0.15705535,1.1486999,-1.0270231,-0.5262482,-0.6055233,0.87428,1.1756328,0.4799928,-0.9464126,-0.2353755,1.0957144,1.368142,0.34885618,0.39048043,-0.0641917,-1.4553514,0.043829456,1.5509443,0.0126965195,-1.5414206,-1.083861,-0.15835732,-1.0264506,1
TCGA-A2-A0D2-01,-0.5466142,-0.45970652,-0.43358034,1.0034772,-0.1456578,-2.3372507,0.16138718,-1.613169,0.5248155,0.49786073,-1.5137229,1.4701067,0.8130475,-1.245275,0.6390322,1.5798055,0.4349716,-1.5135813,0.7346126,0.21516088,1.1175084,-0.56403184,-1.0412402,-0.06581713,-0.3837696,0.64289975,0.026351482,1.9775825,-0.61636484,-0.34085843,1.5038581,-1.4795464,1
TCGA-A2-A0D3-01,-0.1365925,0.87795484,-0.28071254,0.9493519,-0.27920592,-0.89739275,-0.56571984,-0.3799687,-0.038186073,-1.9861571,0.3468663,0.7634922,0.6346607,1.0160549,0.5241291,0.90524244,-0.18586066,-0.12516199,0.46605948,-0.13756663,-0.053645432,-1.2908205,0.77818215,0.5206036,-0.83096623,0.1959096,-0.59531724,0.22529301,0.91165966,1.2357671,0.6107616,1.1056924,0
TCGA-A2-A0D4-01,-0.19233358,0.3131465,0.36204892,0.7010113,-0.6407942,-0.6849468,1.8411849,-0.7340536,-0.0868139,1.5330435,-1.2994678,0.20406148,-0.32103264,0.2593987,-0.38546076,1.0359182,1.0202191,-2.1454196,0.54387903,0.26055562,-0.24397054,-1.1282074,-2.1815689,0.30787733,-0.90062475,2.2440937,0.66775155,-0.1841464,-0.5197472,0.37884068,-0.38605416,-0.8145337,1
TCGA-A2-A0EM-01,0.79016197,-1.0667176,-2.9666069,-0.9299093,1.0568098,-1.2451427,-1.8138163,0.38425487,0.5431794,1.1309248,1.0514264,-0.4711892,-1.7443427,0.26218107,-3.1988685,-2.414176,0.5164627,2.497856,0.8029983,-2.3064997,-0.32918757,3.2560544,-2.078028,0.08835192,1.881393,-0.5277872,0.103953026,1.0397589,-0.1768735,0.18837868,-0.7113792,1.2995044,0
TCGA-A2-A0EN-01,-0.10178624,0.43945593,-1.7851152,-1.9860842,-1.144297,-1.357209,0.9173392,-0.5907494,-0.4738174,1.1935067,1.9185333,-0.16625449,-0.24166715,0.010736465,-0.25482643,-1.2880673,-0.4694576,2.0613751,0.5533051,-0.25713813,0.35580692,1.5901903,-0.07132369,0.14328715,-0.3057934,1.7710614,-1.8462675,0.7558278,-0.63424444,1.6177006,-0.939585,0.0345684,0
TCGA-A2-A0EO-01,0.42799824,0.64397085,0.22214127,-0.19737938,0.6205703,-1.648549,-2.3557374,-1.6961685,0.6065188,-1.3424172,1.3008244,-0.4078757,-0.36890918,-0.9794632,-0.35688335,1.6079042,0.25358036,1.3695208,-0.484725,-1.6476526,-0.1896192,0.5330735,-0.25480455,0.86004543,-0.8432166,-0.16874826,0.38086227,0.16530722,0.17082757,0.7825149,1.3518646,-1.2045158,0
TCGA-A2-A0EP-01,0.6213361,-0.2528379,-0.5437256,-0.9593105,0.31860724,-0.82744604,-0.28875008,-3.2035205,0.07911968,-0.54101616,-0.42925373,-0.37678418,1.3816861,-0.16971213,0.90067583,-0.70871955,0.36819232,-0.023284279,-0.5168465,-0.16092415,0.91676486,0.10243213,0.45425135,0.26041684,1.001159,-0.6089318,-0.758399,-0.76206034,-0.034228146,-1.9334347,1.1771314,1.7151208,0
TCGA-A2-A0EQ-01,0.37966204,0.37497023,-0.18805516,-2.2372372,-0.041264117,0.631916,-0.05681026,-0.72548574,-0.7496593,0.3458265,0.74031204,-0.17967308,0.18213013,1.3799118,-0.19794318,0.5109428,0.1953574,0.20473918,-1.710752,-0.94553554,0.0005507469,0.95824283,-1.1891342,-2.39987,0.18803798,-0.18669295,-0.6306865,1.2388325,-0.48932654,0.9150373,-0.17723268,-0.42443454,0
